"Country or Area","Year","Sex","Coverage","Source","SourceID","Type","Value","Value Footnotes"
"Australia","1989","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","508.1","1,25"
"Australia","1988","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","576.2","1"
"Australia","1988","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","110.7","1"
"Australia","1988","Total men and women","Total coverage","Labour force survey","# 1","Previously employed","465.5","1,23"
"Australia","1987","Total men and women","Total coverage","Labour force survey","# 1","Previously employed","511","1,23"
"Australia","1987","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","117.8","1"
"Australia","1987","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","628.9","1"
"Australia","1986","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","613.1","1,26"
"Australia","1986","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","113.1","1,26"
"Australia","1986","Total men and women","Total coverage","Labour force survey","# 1","Previously employed","500","1,23,26"
"Australia","1985","Total men and women","Total coverage","Labour force survey","# 1","Previously employed","498","1,23"
"Australia","1985","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","104.9","1"
"Australia","1985","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","602.9","1"
"Australia","1984","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","641.2","1,27"
"Australia","1984","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","115.4","1,27"
"Australia","1984","Total men and women","Total coverage","Labour force survey","# 1","Previously employed","525.8","1,23,27"
"Australia","1983","Total men and women","Total coverage","Labour force survey","# 1","Previously employed","583.8","1,23"
"Australia","1983","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","113.3","1"
"Australia","1983","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","697","1"
"Australia","1982","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","494.9","1"
"Australia","1982","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","82.5","1"
"Australia","1982","Total men and women","Total coverage","Labour force survey","# 1","Previously employed","412.4","1,23"
"Australia","1981","Total men and women","Total coverage","Labour force survey","# 1","Previously employed","318.7","1,23"
"Australia","1981","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","75.2","1"
"Australia","1981","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","393.9","1"
"Australia","1980","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","408.6","1"
"Australia","1980","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","83.3","1"
"Australia","1980","Total men and women","Total coverage","Labour force survey","# 1","Previously employed","325.3","1,23"
"Australia","1979","Total men and women","Total coverage","Labour force survey","# 1","Previously employed","327.7","1,23"
"Australia","1979","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","81.8","1"
"Australia","1979","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","408.4","1"
"Australia","1978","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","405.2","1,28"
"Australia","1978","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","73.3","1,28"
"Australia","1978","Total men and women","Total coverage","Labour force survey","# 1","Previously employed","331.9","1,23,28"
"Australia","1977","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","358.1","1"
"Australia","1976","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","298.1","1"
"Australia","1975","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","302.5","1"
"Australia","1974","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","161.6","1"
"Australia","1973","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","136.3","1"
"Australia","1972","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","150.1","1"
"Australia","1971","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","107.3","1"
"Australia","1970","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","90.6","1"
"Australia","1969","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","96.1","1"
"Austria","2008","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","162.3","1"
"Austria","2008","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","137.5","1"
"Austria","2008","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","25.3","1"
"Austria","2008","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","212.253","1"
"Austria","2007","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","222.2","1"
"Austria","2007","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","28.7","1"
"Austria","2007","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","156.9","1"
"Austria","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","185.6","1"
"Austria","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","195.6","1"
"Austria","2006","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","166.6","1"
"Austria","2006","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","28.9","1"
"Austria","2006","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","239.2","1"
"Austria","2005","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","252.7","1"
"Austria","2005","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","30.7","1"
"Austria","2005","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","177","1"
"Austria","2005","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","207.7","1"
"Austria","2004","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","194.6","1,29"
"Austria","2004","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","166.2","1,29"
"Austria","2004","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","28.3","1,29"
"Austria","2004","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","243.88","1"
"Austria","2003","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","240.1","1"
"Austria","2003","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","8.1","1,30"
"Austria","2003","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","160.7","1,30"
"Austria","2003","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","168.8","1,30"
"Austria","2002","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","161","1"
"Austria","2002","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","154","1"
"Austria","2002","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","7","1"
"Austria","2002","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","232.4","1"
"Austria","2001","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","203.9","1"
"Austria","2001","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","7.2","1"
"Austria","2001","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","135.4","1"
"Austria","2001","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","142.5","1"
"Austria","2001","Total men and women","Total coverage","Population census","# 0","Unemployed","255.217","1,11"
